Customer ID,Transaction Amount,Category
95820,199.39,B
95823,794.64,A
95830,380.92,B
95855,350.46,B
95866,399.75,B
95898,58.75,C
95914,85.94,C
95916,272.44,B
95932,43.03,C
95935,56.79,C
95956,37.29,C
95971,39.15,C
95976,162.3,C
95987,94.09,C
96000,108.15,C
96001,28.28,C
96019,1644.68,A
96035,29.28,C
96041,54.32,C
96049,246.88,B
96085,696.54,A
96138,84.48,C
96165,57.85,C
96169,372.21,B
96197,178.03,C
96221,46.14,C
96224,68.13,C
96234,431.7,B
96235,163.16,C
96261,142.88,C
96277,65.36,C
96282,310.13,B
96325,64.22,C
96356,108.86,C
96361,380.63,B
96375,1326.29,A
96396,29.99,C
96433,57.51,C
96440,74.61,C
96535,21.39,C
96565,224.47,B
96585,2938.07,A
96587,17.53,C
96614,606.18,A
96634,120.6,C
96636,156.76,C
96639,75.37,C
96725,2025.57,A
96727,125.9,C
96730,54.2,C
96735,97.25,C
96736,81.79,C
96837,27.11,C
96843,383.61,B
96866,88.53,C
96918,238.17,B
96929,16.79,C
96949,661.66,A
96972,2149.13,A
96976,335.94,B
97007,45.87,C
97013,1807.68,A
97027,329.36,B
97033,365.01,B
97065,43.67,C
97070,203.65,B
97079,82.98,C
97084,1170.94,A
97096,184.02,B
97118,831.34,A
97132,28.92,C
97141,79.44,C
97151,1930.77,A
97243,167.7,C
97296,109.9,C
97298,193.89,B
97373,282.93,B
97398,367.5,B
97405,308.73,B
97406,188.08,B
97487,336.17,B
97501,266.55,B
97561,10.87,C
97575,2081.43,A
97593,43.61,C
97675,313.86,B
97677,93.75,C
97736,639.8,A
97795,41.05,C
97808,173.66,C
97841,624.17,A
97905,111.25,C
97908,244.42,B
97929,192.28,B
97942,157.82,C
97963,75.22,C
97978,90.8,C
97989,1024.74,A
97996,205.3,B
98042,288.94,B
98062,35.82,C
98063,973.39,A
98065,790.75,A
98067,717.24,A
98069,70.91,C
98075,2239.6,A
98114,62.66,C
98167,89.67,C
98175,94.06,C
98224,2811.93,A
98230,209.27,B
98262,115.91,C
98281,526.31,A
98291,80.09,C
98343,357.07,B
98371,49.9,C
98373,192.24,B
98382,112.82,C
98437,2251.01,A
98462,476.36,A
98475,195.85,B
98477,2876.12,A
98483,93.06,C
98510,12.22,C
98513,83.06,C
98540,60.46,C
98543,103.8,C
98568,1260.11,A
98627,2651.68,A
98643,1916.2,A
98692,555.94,A
98715,161.17,C
98735,207.89,B
98790,305.75,B
98817,313.46,B
98822,15.15,C
98854,270.78,B
98915,99.89,C
98936,260.52,B
98958,55.78,C
98965,197.23,B
98973,139.71,C
99059,2037.85,A
99060,256.42,B
99095,100.46,C
99109,285.09,B
99128,134.42,C
99161,229.93,B
99164,484.94,A
99177,78.2,C
99195,50.01,C
99211,165.55,C
99231,566.63,A
99245,53.91,C
99307,25.58,C
99324,974.34,A
99331,572.73,A
99367,478.0,A
99392,73.19,C
99413,154.64,C
99418,79.17,C
99442,376.84,B
99455,2697.24,A
99511,237.54,B
99529,128.19,C
99547,68.29,C
99574,143.66,C
99581,97.38,C
99590,151.0,C
99597,178.1,C
99604,17.34,C
99630,233.63,B
99647,2266.35,A
99649,121.88,C
99674,399.55,B
99686,54.53,C
99702,36.45,C
99726,131.29,C
99736,52.41,C
99745,247.0,B
99748,307.04,B
99767,970.0,A
99770,494.45,A
99777,186.14,B
99792,367.69,B
99803,12.4,C
99805,20.91,C
99822,19.03,C
99831,2689.72,A
99841,240.91,B
99866,1184.92,A
99883,152.85,C
99900,168.01,C
99912,86.29,C
99918,38.23,C
99977,959.32,A
99993,361.81,B
99996,1897.92,A
100044,136.87,C
100076,79.68,C
100079,135.11,C
100083,13.66,C
100085,23.31,C
100088,150.66,C
100120,97.3,C
100158,176.73,C
100172,22.16,C
100184,225.82,B
100195,136.64,C
100203,182.24,B
100205,364.7,B
100215,2064.01,A
100222,529.53,A
100227,282.4,B
100243,115.16,C
100254,55.28,C
100271,84.33,C
100274,157.78,C
100299,46.2,C
100300,11.17,C
100303,1912.18,A
100337,587.89,A
100343,27.46,C
100346,44.83,C
100358,289.83,B
100371,972.45,A
100375,41.91,C
100383,83.88,C
100389,386.06,B
100392,89.33,C
100408,176.95,C
100428,28.21,C
100520,34.48,C
100523,118.94,C
100531,180.01,C
100558,1372.23,A
100569,76.84,C
100591,125.97,C
100620,18.49,C
100621,226.22,B
100624,121.75,C
100660,70.19,C
100685,380.75,B
100691,1740.32,A
100695,894.46,A
100699,929.66,A
100702,403.02,B
100728,74.22,C
100737,399.22,B
100763,777.39,A
100796,618.05,A
100810,1251.93,A
100856,187.69,B
100879,176.96,C
100903,82.51,C
100919,124.26,C
100975,200.91,B
101002,191.54,B
101015,35.57,C
101017,56.92,C
101039,2371.23,A
101045,62.82,C
101048,288.54,B
101103,872.32,A
101119,47.45,C
101162,33.5,C
101191,78.23,C
101221,134.49,C
101277,276.56,B
101286,409.47,B
101331,179.17,C
101338,2838.1,A
101359,116.82,C
101363,899.32,A
101369,278.37,B
101384,82.25,C
101401,856.11,A
101424,98.1,C
101430,584.19,A
101435,49.15,C
101439,16.13,C
101452,836.66,A
101479,13.96,C
101496,173.37,C
101497,49.08,C
101504,375.63,B
101518,353.84,B
101541,824.27,A
101554,189.18,B
101583,255.79,B
101585,322.41,B
101602,939.27,A
101607,429.4,B
101712,12.66,C
101714,64.08,C
101716,325.55,B
101719,100.59,C
101738,174.56,C
101745,269.91,B
101747,81.84,C
101768,285.58,B
101781,50.61,C
101784,13.24,C
101790,372.63,B
101836,20.8,C
101846,256.53,B
101852,206.24,B
101862,45.4,C
101879,81.43,C
101882,69.86,C
101885,343.77,B
101933,75.69,C
101948,63.33,C
101949,97.89,C
101984,19.84,C
101991,2006.0,A
101993,590.44,A
102026,23.31,C
102036,95.62,C
102045,1469.09,A
102056,188.24,B
102091,181.78,C
102093,2997.11,A
102096,69.02,C
102119,63.76,C
102177,101.2,C
102183,954.27,A
102191,80.61,C
102209,102.75,C
102223,125.69,C
102236,87.56,C
102259,104.71,C
102273,43.88,C
102293,725.06,A
102304,141.13,C
102339,325.11,B
102372,163.48,C
102378,157.52,C
102382,63.8,C
102393,179.53,C
102420,675.94,A
102467,1020.15,A
102468,24.44,C
102475,591.15,A
102478,427.88,B
102491,185.71,B
102525,698.8,A
102530,132.8,C
102554,49.75,C
102558,99.0,C
102581,356.39,B
102597,233.01,B
102600,96.88,C
102653,934.96,A
102687,168.7,C
102706,23.91,C
102760,1679.03,A
102803,345.78,B
102857,114.07,C
102866,2143.02,A
102867,67.81,C
102870,144.51,C
102878,191.48,B
102897,2177.03,A
102970,2075.62,A
102979,173.52,C
102984,83.77,C
103032,15.7,C
103072,124.6,C
103076,97.5,C
103094,1929.87,A
103095,129.69,C
103120,271.61,B
103140,479.85,A
103151,29.38,C
103200,718.27,A
103211,24.14,C
103212,39.41,C
103218,134.87,C
103225,29.99,C
103244,82.58,C
103310,31.91,C
103314,77.22,C
103315,937.79,A
103355,142.52,C
103368,442.42,B
103372,80.2,C
103436,108.02,C
103448,542.57,A
103451,79.23,C
103466,196.89,B
103494,136.97,C
103496,399.44,B
103509,468.95,B
103526,434.33,B
103544,32.5,C
103554,73.48,C
103559,695.9,A
103610,463.21,B
103612,2844.77,A
103618,13.98,C
103622,263.58,B
103624,2317.7,A
103652,488.71,A
103663,55.66,C
103681,469.66,B
103682,260.35,B
103714,169.45,C
103726,436.14,B
103737,331.75,B
103743,666.1,A
103761,24.37,C
103779,58.85,C
103791,151.86,C
103800,368.45,B
103856,339.72,B
103867,287.0,B
103920,40.08,C
103945,137.78,C
104017,309.16,B
104062,804.18,A
104109,2831.19,A
104151,110.52,C
104185,1447.87,A
104189,2690.89,A
104202,449.29,B
104252,807.61,A
104263,38.6,C
104302,266.88,B
104330,164.03,C
104338,1810.76,A
104343,140.48,C
104362,43.49,C
104364,61.8,C
104387,1539.72,A
104394,41.33,C
104403,372.07,B
104419,450.5,B
104432,1775.97,A
104445,498.44,A
104453,74.07,C
104505,2789.44,A
104511,66.98,C
104513,50.21,C
104544,58.02,C
104560,111.47,C
104589,276.95,B
104598,169.4,C
104604,213.03,B
104610,226.04,B
104652,66.4,C
104674,53.06,C
104715,154.34,C
104740,43.78,C
104755,29.29,C
104783,461.17,B
104784,295.06,B
104796,191.01,B
104804,479.55,A
104806,38.91,C
104822,825.81,A
104825,68.36,C
104827,77.57,C
104874,773.22,A
104877,177.69,C
104897,11.94,C
104899,2218.6,A
104958,183.34,B
104989,30.78,C
104993,74.93,C
104995,56.88,C
105001,18.0,C
105014,32.02,C
105055,122.26,C
105072,291.98,B
105079,40.31,C
105092,681.15,A
105098,96.18,C
105131,141.36,C
105137,468.97,B
105142,28.6,C
105196,1357.81,A
105202,216.3,B
105226,61.34,C
105246,192.31,B
105266,662.47,A
105293,116.98,C
105301,188.4,B
105353,211.3,B
105360,36.01,C
105366,73.27,C
105389,2348.18,A
105402,440.75,B
105414,182.06,C
105437,465.2,B
105452,33.31,C
105473,29.69,C
105491,592.05,A
105518,347.59,B
105549,145.52,C
105592,2889.36,A
105664,363.54,B
105691,41.56,C
105720,76.72,C
105808,92.59,C
105817,309.76,B
105836,41.92,C
105841,337.78,B
105844,2459.37,A
105894,25.99,C
105924,168.14,C
105927,1064.89,A
105935,114.81,C
105938,540.36,A
105949,41.38,C
106047,345.52,B
106057,335.67,B
106113,140.01,C
106135,54.32,C
106140,446.45,B
106142,241.3,B
106179,2918.12,A
106184,95.36,C
106208,76.67,C
106220,125.14,C
106258,24.65,C
106264,319.87,B
106265,158.51,C
106292,559.31,A
106293,361.75,B
106312,952.11,A
106323,916.14,A
106416,92.95,C
106428,737.66,A
106452,266.75,B
106465,807.89,A
106467,1814.56,A
106496,97.44,C
106559,900.18,A
106633,108.37,C
106634,201.0,B
106643,10.35,C
106648,530.23,A
106693,285.82,B
106711,107.48,C
106732,2191.03,A
106761,295.34,B
106772,475.64,A
106799,429.16,B
106859,175.28,C
106863,69.17,C
106882,282.06,B
106887,2816.78,A
106949,91.54,C
106971,2821.06,A
107020,2478.56,A
107037,69.77,C
107043,931.29,A
107056,1841.0,A
107058,165.03,C
107080,228.29,B
107093,364.22,B
107133,481.0,A
107148,418.43,B
107183,138.48,C
107191,668.33,A
107204,527.74,A
107232,62.53,C
107251,51.33,C
107258,33.98,C
107286,205.39,B
107301,1578.54,A
107320,19.41,C
107323,226.7,B
107361,138.25,C
107378,1791.88,A
107391,59.82,C
107413,186.39,B
107414,1454.24,A
107445,1351.06,A
107459,2195.05,A
107466,172.07,C
107534,338.43,B
107538,262.95,B
107562,119.22,C
107583,38.67,C
107595,379.34,B
107612,995.25,A
107634,776.29,A
107663,96.45,C
107669,37.62,C
107672,88.96,C
107683,407.29,B
107740,38.78,C
107748,47.62,C
107767,54.97,C
107769,2261.63,A
107776,586.97,A
107800,811.7,A
107815,290.87,B
107819,159.91,C
107842,42.01,C
107882,303.43,B
107923,1055.15,A
107958,105.54,C
107965,2771.93,A
107981,183.29,B
107987,905.33,A
108000,292.88,B
108001,90.75,C
108022,28.27,C
108029,86.72,C
108031,272.04,B
108059,30.51,C
108141,318.5,B
108145,254.82,B
108155,23.68,C
108172,83.97,C
108228,581.65,A
108249,40.0,C
108254,638.53,A
108276,38.46,C
108302,40.12,C
108303,258.98,B
108312,63.45,C
108313,30.74,C
108325,179.55,C
108385,280.79,B
108387,185.55,B
108400,2660.58,A
108415,47.63,C
108440,116.79,C
108456,291.35,B
108459,395.9,B
108493,48.32,C
108496,267.71,B
108501,139.36,C
108550,142.14,C
108556,9.4,C
108557,96.03,C
108620,53.85,C
108633,73.06,C
108640,67.43,C
108667,869.71,A
108677,1575.66,A
108723,89.5,C
108758,868.5,A
108784,242.95,B
108813,966.06,A
108818,98.2,C
108828,55.45,C
108873,109.38,C
108878,527.37,A
108881,93.85,C
108903,889.96,A
108939,26.49,C
108959,126.61,C
108969,10.92,C
108979,322.51,B
108982,135.76,C
109006,88.64,C
109036,24.62,C
109037,173.37,C
109059,360.8,B
109080,169.14,C
109084,119.76,C
109109,856.17,A
109111,74.5,C
109119,370.88,B
109178,110.42,C
109209,1585.49,A
109224,978.02,A
109255,1552.23,A
109270,2365.64,A
109272,542.36,A
109283,110.63,C
109301,93.09,C
109311,409.93,B
109315,21.46,C
109324,76.21,C
109339,268.47,B
109360,90.31,C
109364,171.03,C
109368,227.86,B
109402,63.38,C
109404,168.12,C
109416,179.06,C
109424,183.11,B
109443,231.11,B
109451,33.25,C
109481,84.32,C
109482,150.47,C
109546,2201.69,A
109554,482.33,A
109562,589.93,A
109565,382.94,B
109627,85.39,C
109636,16.16,C
109681,34.81,C
109686,43.08,C
109693,109.96,C
109700,56.45,C
109701,1466.5,A
109709,917.1,A
109735,772.78,A
109755,77.06,C
109792,489.39,A
109793,86.27,C
109819,368.99,B
109832,784.25,A
109851,802.95,A
109852,41.99,C
109897,228.67,B
109941,196.78,B
109964,588.66,A
109988,171.66,C
110002,201.16,B
110008,538.46,A
110019,96.94,C
110035,130.79,C
110066,66.22,C
110112,74.11,C
110173,326.19,B
110177,29.58,C
110187,429.95,B
110188,176.56,C
110200,1827.27,A
110221,66.28,C
110224,187.83,B
110234,16.4,C
110286,623.64,A
110289,292.41,B
110329,165.62,C
110358,164.05,C
110359,67.73,C
110388,177.24,C
110401,75.42,C
110421,74.46,C
110439,590.25,A
110499,229.84,B
110511,2783.32,A
110576,213.55,B
110647,199.33,B
110656,79.06,C
110662,151.45,C
110665,814.44,A
110674,15.54,C
110724,789.79,A
110730,87.27,C
110736,1869.2,A
110757,187.15,B
110767,1163.81,A
110801,33.9,C
110845,75.39,C
110857,106.42,C
110922,92.67,C
110935,351.25,B
110964,239.47,B
110975,14.34,C
110976,2983.69,A
110997,19.78,C
111019,436.18,B
111022,82.88,C
111040,810.67,A
111047,155.58,C
111050,27.2,C
111058,11.34,C
111082,52.01,C
111095,74.95,C
111107,2113.68,A
111130,82.61,C
111131,96.22,C
111170,198.32,B
111194,66.29,C
111217,781.0,A
111220,174.98,C
111245,29.96,C
111249,193.42,B
111285,135.94,C
111295,22.39,C
111307,187.31,B
111333,2724.55,A
111356,394.51,B
111395,31.16,C
111414,60.28,C
111417,69.39,C
111425,485.67,A
111431,859.84,A
111442,33.55,C
111537,664.82,A
111586,436.77,B
111600,50.45,C
111624,288.85,B
111628,10.88,C
111645,120.92,C
111646,2974.64,A
111665,775.94,A
111684,1931.02,A
111696,108.3,C
111704,532.11,A
111731,1289.78,A
111761,128.0,C
111762,154.19,C
111766,52.97,C
111783,2016.0,A
111789,490.79,A
111795,82.6,C
111801,160.9,C
111813,101.28,C
111828,72.87,C
111869,116.85,C
111870,280.03,B
111872,17.54,C
111899,187.62,B
111927,877.46,A
111936,182.51,B
111948,153.75,C
111950,95.75,C
111960,398.5,B
111990,403.07,B
111995,73.27,C
112015,196.65,B
112028,83.18,C
112038,354.96,B
112041,81.88,C
112064,31.15,C
112069,366.09,B
112077,2752.29,A
112108,134.0,C
112199,300.81,B
112206,656.63,A
112254,101.84,C
112259,2499.05,A
112281,22.06,C
112293,15.98,C
112308,17.72,C
112325,246.9,B
112351,551.09,A
112361,35.11,C
112384,70.78,C
112392,1245.7,A
112395,767.66,A
112421,430.71,B
112423,190.64,B
112429,494.45,A
112435,1846.44,A
112482,126.88,C
112491,733.16,A
112520,217.05,B
112541,56.31,C
112573,2313.63,A
112588,24.19,C
112590,182.67,B
112602,193.39,B
112615,135.06,C
112643,2807.15,A
112687,1975.77,A
112710,87.37,C
112713,88.95,C
112750,77.53,C
112767,1714.07,A
112773,42.75,C
112818,135.61,C
112822,1635.77,A
112828,2104.51,A
112844,69.62,C
112861,573.59,A
112866,260.77,B
112871,191.11,B
112881,73.37,C
112907,965.4,A
112919,2405.73,A
112922,804.71,A
112961,203.66,B
112962,70.94,C
112969,760.77,A
112977,772.85,A
112992,2279.37,A
113025,196.07,B
113043,206.04,B
113150,772.25,A
113186,623.7,A
113189,35.04,C
113191,38.97,C
113251,91.96,C
113268,488.1,A
113270,1092.29,A
113316,55.84,C
113341,44.54,C
113359,167.67,C
113385,73.65,C
113403,208.84,B
113412,329.77,B
113421,1379.45,A
113425,467.7,B
113437,151.88,C
113469,648.71,A
113472,14.06,C
113485,904.84,A
113489,66.23,C
113500,93.5,C
113522,226.01,B
113525,2071.2,A
113540,296.28,B
113548,210.25,B
113553,43.46,C
113577,244.27,B
113583,58.91,C
113608,79.98,C
113639,154.48,C
113656,19.66,C
113693,36.25,C
113695,831.35,A
113709,181.07,C
113718,233.17,B
113755,99.96,C
113758,50.54,C
113760,1209.37,A
113765,120.16,C
113852,37.78,C
113858,1513.42,A
113860,102.98,C
113883,89.59,C
113889,251.2,B
113942,629.33,A
113945,333.03,B
113973,204.24,B
113974,349.34,B
113975,57.98,C
113980,471.58,A
113987,88.17,C
113994,803.66,A
114030,86.65,C
114056,134.11,C
114066,203.34,B
114083,173.32,C
114092,673.3,A
114102,239.49,B
114111,197.22,B
114127,28.33,C
114160,265.95,B
114166,38.25,C
114205,1733.48,A
114248,104.92,C
114282,339.07,B
114285,88.15,C
114307,155.52,C
114327,292.15,B
114381,2533.81,A
114383,144.01,C
114386,2072.41,A
114398,336.71,B
114407,989.96,A
114431,2992.02,A
114459,2027.28,A
114471,937.19,A
114484,2958.21,A
114593,198.97,B
114688,734.82,A
114705,76.84,C
114711,176.59,C
114722,279.72,B
114731,181.87,C
114743,49.59,C
114802,1853.68,A
114851,855.24,A
114894,118.75,C
114903,301.09,B
114922,414.96,B
114934,275.32,B
114940,115.55,C
114972,10.06,C
114979,61.85,C
114982,174.9,C
115014,27.48,C
115015,114.74,C
115038,291.13,B
115073,364.55,B
115086,77.27,C
115092,779.25,A
115106,2628.14,A
115121,486.15,A
115154,38.57,C
115187,90.13,C
115217,235.67,B
115244,69.16,C
115248,192.97,B
115252,167.42,C
115262,1339.18,A
115309,710.79,A
115316,312.98,B
115317,269.81,B
115330,96.86,C
115366,744.38,A
115370,88.4,C
115371,85.65,C
115379,90.6,C
115399,149.6,C
115435,13.75,C
115471,135.34,C
115511,265.58,B
115568,142.03,C
115576,166.25,C
115584,303.8,B
115634,910.99,A
115640,2194.92,A
115642,450.92,B
115663,58.95,C
115672,185.81,B
115674,62.57,C
115690,851.42,A
115724,79.2,C
115794,895.55,A
115852,108.09,C
115873,961.2,A
115935,2731.02,A
115959,273.96,B
115960,86.51,C
115969,166.11,C
116037,15.15,C
116075,249.56,B
116079,898.61,A
116084,467.54,B
116110,477.39,A
116118,455.34,B
116121,195.3,B
116140,44.98,C
116145,178.58,C
116187,1419.52,A
116209,11.1,C
116218,125.95,C
116268,216.71,B
116283,127.82,C
116299,2236.72,A
116305,16.11,C
116370,60.45,C
116373,243.01,B
116421,72.21,C
116466,482.59,A
116477,82.44,C
116487,706.78,A
116527,18.54,C
116538,184.48,B
116539,60.78,C
116558,1221.21,A
116596,35.56,C
116606,40.0,C
116662,32.35,C
116667,379.79,B
116686,58.4,C
116707,106.44,C
116755,81.04,C
116777,1277.68,A
116797,150.09,C
116809,1179.65,A
116906,357.26,B
116935,212.36,B
116943,137.34,C
116947,30.87,C
116989,101.48,C
117023,968.75,A
117027,2042.5,A
117107,377.81,B
117138,360.07,B
117145,253.4,B
117186,617.13,A
117187,88.74,C
117189,68.14,C
117215,725.25,A
117226,135.55,C
117232,482.92,A
117243,297.51,B
117247,374.73,B
117256,219.77,B
117277,161.13,C
117301,93.37,C
117303,105.82,C
117313,1951.84,A
117338,167.95,C
117346,268.01,B
117355,271.55,B
117367,128.96,C
117380,12.87,C
117393,54.39,C
117396,702.26,A
117475,285.73,B
117476,251.9,B
117523,316.0,B
117560,66.22,C
117566,133.59,C
117574,1893.9,A
117622,1949.41,A
117636,11.2,C
117657,51.69,C
117661,34.01,C
117681,171.93,C
117713,181.3,C
117723,33.79,C
117776,527.0,A
117810,468.89,B
117828,487.61,A
117829,252.6,B
117836,107.62,C
117851,143.18,C
117853,545.82,A
117855,10.7,C
117864,182.63,B
117870,43.45,C
117879,96.22,C
117880,283.6,B
117893,973.01,A
117895,238.65,B
117985,444.22,B
118010,1463.06,A
118110,1796.5,A
118129,59.82,C
118133,271.32,B
118135,155.87,C
118142,953.74,A
118181,224.91,B
118203,44.4,C
118231,187.35,B
118266,279.83,B
118274,568.93,A
118302,38.76,C
118319,1765.27,A
118334,206.24,B
118344,73.15,C
118385,132.08,C
118402,43.5,C
118422,943.24,A
118423,146.0,C
118434,231.63,B
118449,198.42,B
118468,284.07,B
118497,39.7,C
118515,51.95,C
118525,82.48,C
118527,116.65,C
118550,274.89,B
118562,81.9,C
118566,275.97,B
118590,133.36,C
118619,43.89,C
118630,1276.43,A
118648,650.43,A
118662,465.58,B
118681,859.54,A
118683,68.95,C
118689,327.81,B
118709,145.32,C
118825,968.1,A
118827,31.76,C
118836,141.0,C
118865,107.93,C
118867,1349.68,A
118874,2211.05,A
118881,946.82,A
118912,170.09,C
118931,145.67,C
118958,2856.3,A
118960,34.07,C
118969,185.93,B
118982,426.21,B
118992,10.08,C
118996,98.43,C
119013,93.18,C
119026,235.18,B
119041,97.4,C
119084,161.72,C
119116,67.81,C
119123,382.67,B
119126,89.91,C
119128,77.72,C
119134,305.3,B
119151,84.87,C
119170,892.43,A
119203,605.39,A
119207,996.4,A
119213,2207.14,A
119234,54.09,C
119259,156.45,C
119264,56.36,C
119268,61.19,C
119308,990.67,A
119323,2793.19,A
119349,2941.36,A
119352,16.92,C
119353,85.51,C
119365,57.45,C
119370,258.55,B
119374,1558.65,A
119389,402.95,B
119397,13.33,C
119407,61.77,C
119435,44.61,C
119493,154.8,C
119503,279.73,B
119537,248.74,B
119544,900.55,A
119549,906.23,A
119569,2999.22,A
119601,14.79,C
119605,376.14,B
119609,89.91,C
119642,197.23,B
119648,78.67,C
119651,742.37,A
119670,75.1,C
119673,56.99,C
119717,243.19,B
119776,93.7,C
119787,752.67,A
119865,19.17,C
119885,152.11,C
119942,182.01,C
119951,54.87,C
120046,493.08,A
120060,2660.12,A
120062,118.5,C
120075,191.48,B
120081,69.96,C
120083,96.93,C
120095,194.52,B
120108,1739.85,A
120154,2019.25,A
120216,832.36,A
120221,284.5,B
120237,1399.8,A
120271,78.44,C
120286,52.41,C
120339,179.86,C
120387,346.73,B
120516,12.7,C
120586,292.14,B
120601,101.51,C
120614,72.42,C
120626,243.64,B
120645,395.97,B
120649,111.39,C
120651,30.14,C
120667,55.79,C
120687,175.39,C
120692,2220.33,A
120723,67.73,C
120732,400.43,B
120740,27.71,C
120752,465.61,B
120759,246.26,B
120767,98.81,C
120768,186.45,B
120775,25.51,C
120815,519.17,A
120820,192.45,B
120835,2489.55,A
120846,922.67,A
120863,30.26,C
120870,602.81,A
120895,155.96,C
120909,86.61,C
120939,15.29,C
120946,2766.29,A
120962,375.54,B
120981,71.43,C
121001,2031.22,A
121010,59.79,C
121091,90.31,C
121131,444.59,B
121153,652.96,A
121157,413.18,B
121175,1336.8,A
121209,340.69,B
121246,2390.03,A
121311,29.79,C
121316,647.35,A
121321,139.24,C
121328,78.07,C
121338,654.4,A
121342,2057.54,A
121345,2120.3,A
121381,249.88,B
121385,180.26,C
121390,127.83,C
121400,337.3,B
121447,535.66,A
121448,136.22,C
121462,48.03,C
121476,206.97,B
121488,108.3,C
121491,73.96,C
121516,72.44,C
121520,171.85,C
121530,897.12,A
121533,329.63,B
121554,31.55,C
121560,68.64,C
121573,120.63,C
121630,105.89,C
121639,619.66,A
121644,345.15,B
121648,90.68,C
121672,135.47,C
121707,931.0,A
121716,2974.28,A
121778,2633.95,A
121780,44.06,C
121784,208.57,B
121798,963.27,A
121809,2211.08,A
121815,50.81,C
121816,53.21,C
121826,53.82,C
121827,1188.81,A
121830,192.34,B
121833,926.08,A
121857,327.36,B
121859,1310.87,A
121955,193.9,B
121957,427.52,B
121967,145.81,C
121979,2479.87,A
122002,37.48,C
122003,37.12,C
122015,323.56,B
122017,280.45,B
122026,945.8,A
122041,48.33,C
122055,147.72,C
122056,78.33,C
122067,46.58,C
122073,158.4,C
122077,63.53,C
122093,134.62,C
122094,91.23,C
122115,41.91,C
122119,46.25,C
122137,189.22,B
122154,2415.13,A
122192,167.89,C
122197,91.53,C
122201,53.48,C
122217,140.64,C
122228,607.93,A
122232,47.15,C
122249,146.14,C
122258,1602.6,A
122259,188.97,B
122298,1957.92,A
122303,184.35,B
122311,310.19,B
122316,70.34,C
122331,171.01,C
122338,34.03,C
122346,917.81,A
122350,2433.78,A
122371,370.86,B
122375,72.41,C
122387,118.33,C
122413,2830.96,A
122437,34.6,C
122441,425.08,B
122443,1634.44,A
122457,2223.54,A
122460,310.39,B
122478,305.57,B
122479,129.37,C
122484,53.34,C
122490,44.61,C
122504,77.02,C
122517,998.09,A
122559,251.22,B
122562,780.79,A
122585,52.48,C
122622,14.24,C
122648,2913.87,A
122649,46.8,C
122677,114.36,C
122693,1040.34,A
122741,1368.01,A
122745,136.56,C
122748,233.09,B
122768,270.34,B
122910,81.41,C
122918,613.3,A
122937,197.92,B
123016,33.98,C
123056,2301.18,A
123072,732.06,A
123118,50.06,C
123121,318.29,B
123153,579.13,A
123170,66.47,C
123180,108.46,C
123235,387.78,B
123243,447.01,B
123316,186.27,B
123337,232.08,B
123406,137.34,C
123428,34.45,C
123480,97.03,C
123503,483.96,A
123527,325.78,B
123551,39.5,C
123569,2294.55,A
123584,32.63,C
123620,168.45,C
123637,1626.73,A
123640,2842.79,A
123675,837.15,A
123700,410.54,B
123703,177.72,C
123706,137.36,C
123709,32.89,C
123732,1352.1,A
123757,2866.75,A
123776,757.41,A
123792,86.92,C
123794,49.82,C
123804,98.75,C
123808,94.85,C
123823,1623.3,A
123853,48.78,C
123859,367.38,B
123863,54.37,C
123864,99.55,C
123871,2424.42,A
123896,98.16,C
123898,181.09,C
123949,2230.3,A
123954,108.42,C
123959,11.52,C
123963,432.76,B
124009,1851.57,A
124011,77.14,C
124056,345.36,B
124109,75.45,C
124110,959.2,A
124123,226.43,B
124144,363.61,B
124147,784.94,A
124196,18.27,C
124203,237.31,B
124233,902.36,A
124270,2396.15,A
124320,66.08,C
124333,948.74,A
124335,36.57,C
124341,48.74,C
124369,45.41,C
124386,40.57,C
124408,35.68,C
124409,648.27,A
124440,183.99,B
124448,765.25,A
124449,2958.22,A
124455,69.81,C
124496,58.5,C
124510,225.53,B
124526,448.06,B
124546,1429.27,A
124549,192.24,B
124578,295.27,B
124581,803.42,A
124609,163.15,C
124619,35.58,C
124627,400.94,B
124658,350.84,B
124666,191.61,B
124677,554.95,A
124680,264.89,B
124681,145.94,C
124682,98.08,C
124684,80.59,C
124706,175.05,C
124748,59.59,C
124750,204.87,B
124756,384.0,B
124760,108.5,C
124834,462.14,B
124841,849.96,A
124876,2908.72,A
124883,1040.22,A
124890,162.35,C
124900,320.9,B
124951,193.75,B
124954,61.34,C
124955,772.15,A
124970,104.44,C
125004,719.44,A
125043,485.62,A
125056,61.42,C
125061,90.03,C
125072,736.4,A
125089,91.93,C
125091,148.39,C
125095,10.3,C
125100,470.77,A
125117,927.79,A
125119,109.4,C
125151,32.9,C
125187,2737.08,A
125194,162.58,C
125206,25.69,C
125212,267.02,B
125238,2639.48,A
125318,269.54,B
125378,458.56,B
125408,464.71,B
125411,400.66,B
125420,561.77,A
125458,32.43,C
125474,2050.23,A
125488,13.72,C
125491,384.18,B
125493,166.51,C
125510,837.56,A
125511,1226.36,A
125536,252.81,B
125560,296.8,B
125572,875.45,A
125586,241.68,B
125592,198.54,B
125627,25.85,C
125634,2030.24,A
125673,274.19,B
125678,170.97,C
125690,457.17,B
125710,371.31,B
125769,126.83,C
125794,183.4,B
125801,778.9,A
125814,2540.25,A
125816,33.09,C
